id,name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method
2395,Kepler-1447 b,2904,14.747,Neptune-like,2016,8.75,Earth,0.259,Jupiter,0.2836,0.15523614,0,Transit
2396,Kepler-1448 b,2508,14.592,Super Earth,2016,3.22,Earth,1.61,Earth,0.1058,0.033675566,0,Transit
2397,Kepler-1449 b,6545,15.142,Super Earth,2016,3.46,Earth,1.68,Earth,0.1176,0.03613963,0,Transit
2398,Kepler-144 b,1256,12.195,Super Earth,2014,2.33,Earth,1.33,Earth,0.066,0.01615332,0,Transit
2399,Kepler-144 c,1256,12.195,Super Earth,2014,2.39,Earth,1.35,Earth,0.094,0.027652293,0,Transit
2400,Kepler-1450 b,1650,15.923,Super Earth,2016,3.57,Earth,1.71,Earth,0.2401,0.14921287,0,Transit
2401,Kepler-1451 b,3454,15.313,Neptune-like,2016,11.2,Earth,0.299,Jupiter,0.2101,0.09746748,0,Transit
2402,Kepler-1452 b,3250,13.215,Neptune-like,2016,7.75,Earth,0.241,Jupiter,0.2697,0.117453806,0,Transit
2403,Kepler-1453 b,3901,15.695,Neptune-like,2016,7.61,Earth,0.238,Jupiter,0.262,0.12922657,0,Transit
2404,Kepler-1454 b,2546,15.009,Super Earth,2016,4.19,Earth,1.88,Earth,0.2447,0.12867899,0,Transit
2405,Kepler-1455 b,1167,16.06,Neptune-like,2016,5.31,Earth,2.16,Earth,0.2149,0.13497604,0,Transit
2406,Kepler-1456 b,1208,15.777,Super Earth,2016,1.55,Earth,1.14,Earth,0.1132,0.0495551,0,Transit
2407,Kepler-1457 b,2903,14.066,Super Earth,2016,4.62,Earth,1.99,Earth,0.2668,0.13990417,0,Transit
2408,Kepler-1458 b,1776,14.434,Neptune-like,2016,8.05,Earth,0.246,Jupiter,0.2495,0.13141684,0,Transit
2409,Kepler-1459 b,1486,14.893,Super Earth,2016,2.42,Earth,1.36,Earth,0.2829,0.17221081,0,Transit
2410,Kepler-145 b,1849,11.977,Neptune-like,2013,37.1,Earth,0.236,Jupiter,0.1699,0.06297057,0.43,Transit
2411,Kepler-145 c,1849,11.977,Gas Giant,2013,0.25,Jupiter,0.385,Jupiter,0.2578,0.117453806,0.11,Transit
2412,Kepler-1460 b,1805,16.166,Super Earth,2016,4.5,Earth,1.96,Earth,0.1614,0.08213552,0,Transit
2413,Kepler-1461 b,2215,15.828,Super Earth,2016,4.78,Earth,2.03,Earth,0.1715,0.08021902,0,Transit
2414,Kepler-1462 b,3320,15.888,Neptune-like,2016,14,Earth,0.341,Jupiter,0.3094,0.17960301,0,Transit
2415,Kepler-1463 b,5505,15.905,Super Earth,2016,4.12,Earth,1.86,Earth,0.1694,0.068993844,0,Transit
2416,Kepler-1464 b,3757,14.358,Super Earth,2016,3.39,Earth,1.66,Earth,0.1803,0.087063655,0,Transit
2417,Kepler-1464 c,3757,14.358,Terrestrial,2016,0.972,Earth,1,Earth,0.0548,0.01451061,0,Transit
2418,Kepler-1465 b,1173,14.724,Super Earth,2016,3.78,Earth,1.77,Earth,0.1939,0.087063655,0,Transit
2419,Kepler-1466 b,2061,14.026,Super Earth,2016,3.02,Earth,1.55,Earth,0.1942,0.085420944,0,Transit
2420,Kepler-1467 b,2782,15.83,Neptune-like,2016,10.9,Earth,0.294,Jupiter,0.2388,0.12895277,0,Transit
2421,Kepler-1468 b,6195,15.111,Super Earth,2016,3.64,Earth,1.73,Earth,0.0817,0.022450376,0,Transit
2422,Kepler-1468 c,6195,15.111,Super Earth,2016,1.6,Earth,1.15,Earth,0.0466,0.009582478,0,Transit
2423,Kepler-1468 d,6195,15.111,Neptune-like,2021,11.1,Earth,0.297,Jupiter,0.1456,0.053661875,0,Transit
2424,Kepler-1469 b,3782,16.2388,Neptune-like,2016,8.25,Earth,0.25,Jupiter,0.1466,0.05995893,0,Transit
2425,Kepler-146 b,2338,13.921,Neptune-like,2014,13.3,Earth,0.331,Jupiter,0.2,0.085420944,0,Transit
2426,Kepler-146 c,2338,13.921,Neptune-like,2014,9.96,Earth,0.279,Jupiter,0.364,0.20999315,0,Transit
2427,Kepler-1470 b,1927,15.252,Super Earth,2016,1.24,Earth,1.07,Earth,0.116,0.044626966,0,Transit
2428,Kepler-1471 b,3192,15.421,Super Earth,2016,2.57,Earth,1.41,Earth,0.0453,0.009856262,0,Transit
2429,Kepler-1472 b,4825,14.666,Super Earth,2016,4.27,Earth,1.9,Earth,0.2322,0.104312114,0,Transit
2430,Kepler-1473 b,2128,13.486,Super Earth,2016,1.81,Earth,1.19,Earth,0.116,0.03942505,0,Transit
2431,Kepler-1474 b,3852,15.35,Neptune-like,2016,5.31,Earth,2.16,Earth,0.2108,0.099657774,0,Transit
2432,Kepler-1475 b,5116,15.36,Neptune-like,2016,8.85,Earth,0.261,Jupiter,0.373,0.22505133,0,Transit
2433,Kepler-1476 b,3271,15.574,Super Earth,2016,3.43,Earth,1.67,Earth,0.0932,0.028473647,0,Transit
2434,Kepler-1477 b,2221,14.72,Super Earth,2016,1.76,Earth,1.18,Earth,0.0911,0.03175907,0,Transit
2435,Kepler-1478 b,6020,15.409,Super Earth,2016,3.64,Earth,1.73,Earth,0.1681,0.07145791,0,Transit
2436,Kepler-1479 b,2377,13.914,Super Earth,2016,4.01,Earth,1.83,Earth,0.1173,0.039698835,0,Transit
2437,Kepler-147 b,3399,14.134,Super Earth,2014,2.96,Earth,1.53,Earth,0.113,0.034496922,0,Transit
2438,Kepler-147 c,3399,14.134,Neptune-like,2014,6.48,Earth,0.217,Jupiter,0.216,0.091444224,0,Transit
2439,Kepler-1480 b,1634,14.703,Super Earth,2016,3.43,Earth,1.67,Earth,0.1525,0.060506504,0,Transit
2440,Kepler-1481 b,1498,14.929,Super Earth,2016,2.04,Earth,1.23,Earth,0.059,0.01615332,0,Transit
2441,Kepler-1482 b,1851,13.967,Super Earth,2016,1.01,Earth,1.01,Earth,0.1016,0.033675566,0,Transit
2442,Kepler-1483 b,4155,14.52,Super Earth,2016,2.92,Earth,1.52,Earth,0.0958,0.026009582,0,Transit
2443,Kepler-1484 b,9394,15.351,Neptune-like,2016,5.1,Earth,2.11,Earth,0.1939,0.083504446,0,Transit
2444,Kepler-1485 b,2008,13.411,Super Earth,2016,2.76,Earth,1.47,Earth,0.1467,0.05448323,0,Transit
2445,Kepler-1486 b,5771,15.317,Neptune-like,2016,5.99,Earth,0.207,Jupiter,0.2846,0.14948665,0,Transit
2446,Kepler-1487 b,3310,13.6,Neptune-like,2016,5.18,Earth,2.13,Earth,0.0898,0.019986311,0,Transit
2447,Kepler-1488 b,2955,13.146,Super Earth,2016,4.12,Earth,1.86,Earth,0.2285,0.10896646,0,Transit
2448,Kepler-1488 c,2955,13.146,Super Earth,2021,3.37,Earth,1.652,Earth,0.0658,0.016974675,0,Transit
2449,Kepler-1489 b,4185,14.983,Super Earth,2016,3.78,Earth,1.77,Earth,0.3679,0.22532512,0,Transit
2450,Kepler-148 b,2581,15.398,Super Earth,2014,3.89,Earth,1.8,Earth,0.028,0.0046543465,0,Transit
2451,Kepler-148 c,2581,15.398,Neptune-like,2014,12.6,Earth,0.321,Jupiter,0.05,0.011498973,0,Transit
2452,Kepler-148 d,2581,15.398,Gas Giant,2016,0.177,Jupiter,0.774,Jupiter,0.2607,0.14182067,0,Transit
2453,Kepler-1490 b,2815,15.616,Neptune-like,2016,9.48,Earth,0.271,Jupiter,0.3729,0.25297743,0,Transit
2454,Kepler-1491 b,6738,15.796,Super Earth,2016,2.89,Earth,1.51,Earth,0.127,0.045448326,0,Transit
2455,Kepler-1492 b,1082,14.689,Super Earth,2016,2.83,Earth,1.49,Earth,0.1262,0.04599589,0,Transit
2456,Kepler-1493 b,1811,13.7192,Super Earth,2016,2.57,Earth,1.41,Earth,0.1197,0.04106776,0,Transit
2457,Kepler-1494 b,4193,15.372,Neptune-like,2016,9.64,Earth,0.274,Jupiter,0.3982,0.2494182,0,Transit
2458,Kepler-1495 b,4422,15.494,Neptune-like,2016,8.96,Earth,0.262,Jupiter,0.3677,0.23353869,0,Transit
2459,Kepler-1496 b,4266,14.832,Neptune-like,2016,5.56,Earth,2.22,Earth,0.3211,0.17713894,0,Transit
2460,Kepler-1497 b,3660,15.707,Super Earth,2016,3.39,Earth,1.66,Earth,0.0817,0.023819301,0,Transit
2461,Kepler-1498 b,2414,15.352,Super Earth,2016,2.33,Earth,1.33,Earth,0.2528,0.13169062,0,Transit
2462,Kepler-1499 b,1011,13.676,Super Earth,2016,1.81,Earth,1.19,Earth,0.2196,0.12101301,0,Transit
2463,Kepler-149 b,1863,14.152,Neptune-like,2014,16.5,Earth,0.376,Jupiter,0.184,0.079945244,0,Transit
2464,Kepler-149 c,1863,14.152,Super Earth,2014,3.22,Earth,1.61,Earth,0.281,0.15140314,0,Transit
2465,Kepler-149 d,1863,14.152,Neptune-like,2014,14.9,Earth,0.353,Jupiter,0.571,0.4380561,0,Transit
2466,Kepler-14 b,2603,12.003,Gas Giant,2011,8.4,Jupiter,1.136,Jupiter,0.0771,0.018617386,0.04,Transit
2467,Kepler-1500 b,3973,14.728,Super Earth,2016,1.87,Earth,1.2,Earth,0.1236,0.04106776,0,Transit
2468,Kepler-1501 b,2443,13.683,Super Earth,2016,3.05,Earth,1.56,Earth,0.1228,0.039972622,0,Transit
2469,Kepler-1502 b,4939,14.18,Neptune-like,2016,10.2,Earth,0.284,Jupiter,0.2482,0.11416838,0,Transit
2470,Kepler-1503 b,3998,15.892,Neptune-like,2016,5.77,Earth,0.203,Jupiter,0.3771,0.26338124,0,Transit
2471,Kepler-1504 b,7946,15.883,Neptune-like,2016,5.18,Earth,2.13,Earth,0.3704,0.22532512,0,Transit
2472,Kepler-1505 b,1615,13.043,Terrestrial,2016,0.749,Earth,0.93,Earth,0.1862,0.08459959,0,Transit
2473,Kepler-1506 b,7718,15.836,Super Earth,2016,2.3,Earth,1.32,Earth,0.1168,0.03832991,0,Transit
2474,Kepler-1507 b,1045,13.267,Terrestrial,2016,0.52,Earth,0.84,Earth,0.1234,0.044079397,0,Transit
2475,Kepler-1508 b,4111,14.561,Super Earth,2016,2.33,Earth,1.33,Earth,0.1629,0.056673512,0,Transit
2476,Kepler-1509 b,6534,15.455,Super Earth,2016,4.08,Earth,1.85,Earth,0.1707,0.06954141,0,Transit
2477,Kepler-150 b,2907,15.161,Super Earth,2014,2.1,Earth,1.25,Earth,0.044,0.009308693,0,Transit
2478,Kepler-150 c,2907,15.161,Neptune-like,2014,13.2,Earth,0.329,Jupiter,0.073,0.020260096,0,Transit
2479,Kepler-150 d,2907,15.161,Neptune-like,2014,8.2,Earth,0.249,Jupiter,0.104,0.034496922,0,Transit
2480,Kepler-150 e,2907,15.161,Neptune-like,2014,9.91,Earth,0.278,Jupiter,0.189,0.084325805,0,Transit
2481,Kepler-150 f,2907,15.161,Neptune-like,2017,12.9,Earth,0.325,Jupiter,1.24,1.7,0,Transit
2482,Kepler-1510 b,5533,15.315,Neptune-like,2016,11.2,Earth,0.3,Jupiter,0.4089,0.23189595,0,Transit
2483,Kepler-1511 b,4813,13.564,Super Earth,2016,3.46,Earth,1.68,Earth,0.1753,0.06351814,0,Transit
2484,Kepler-1512 b,528,13.451,Super Earth,2016,1.76,Earth,1.18,Earth,0.1097,0.055852156,0,Transit
2485,Kepler-1513 b,1139,13.071,Gas Giant,2016,0.17,Jupiter,0.755,Jupiter,0.5416,0.44052017,0,Transit
2486,Kepler-1514 b,1296,11.766,Gas Giant,2016,5.28,Jupiter,1.108,Jupiter,0.753,0.5963039,0.4,Transit
2487,Kepler-1514 c,1296,11.766,Super Earth,2020,1.74,Earth,1.176,Earth,0.0997,0.028747434,0.32,Transit
2488,Kepler-1515 b,1759,12.1,Gas Giant,2016,0.208,Jupiter,0.852,Jupiter,0.7655,0.5867214,0,Transit
2489,Kepler-1516 b,4433,14.65,Super Earth,2016,3.71,Earth,1.75,Earth,0.0718,0.019986311,0,Transit
2490,Kepler-1517 b,2764,12.228,Gas Giant,2016,0.216,Jupiter,0.871,Jupiter,0.078,0.015058179,0,Transit
2491,Kepler-1518 b,2947,13.374,Neptune-like,2016,9.53,Earth,0.272,Jupiter,0.0593,0.013963039,0,Transit
2492,Kepler-1519 b,4703,15.124,Gas Giant,2016,39.6,Earth,0.63,Jupiter,0.7655,0.65927446,0,Transit
2493,Kepler-151 b,2120,14.957,Neptune-like,2014,9.59,Earth,0.273,Jupiter,0.116,0.04161533,0,Transit
2494,Kepler-151 c,2120,14.957,Super Earth,2014,5.02,Earth,2.09,Earth,0.16,0.06762492,0,Transit
2495,Kepler-1520 b,1983,16.002,Neptune-like,2016,28.1,Earth,0.515,Jupiter,0.0129,0.0019164955,0,Transit
2496,Kepler-1521 b,675,13.049,Neptune-like,2016,6.8,Earth,0.223,Jupiter,0.2317,0.12895277,0,Transit
2497,Kepler-1522 b,2656,14.357,Super Earth,2016,3.64,Earth,1.73,Earth,0.0288,0.004928131,0,Transit
2498,Kepler-1523 b,2824,14.993,Super Earth,2016,3.12,Earth,1.58,Earth,0.0185,0.0024640656,0,Transit
2499,Kepler-1524 b,1245,12.802,Neptune-like,2016,12.3,Earth,0.316,Jupiter,0.3392,0.1943874,0,Transit
2500,Kepler-1525 b,1249,12.797,Terrestrial,2016,0.693,Earth,0.91,Earth,0.036,0.006570842,0,Transit
2501,Kepler-1526 b,1812,15.935,Neptune-like,2016,6.48,Earth,0.217,Jupiter,0.0418,0.010677618,0,Transit
2502,Kepler-1527 b,6009,15.161,Neptune-like,2016,20.4,Earth,0.426,Jupiter,0.6276,0.43832994,0,Transit
2503,Kepler-1528 b,2667,14.576,Super Earth,2016,2.73,Earth,1.46,Earth,0.0296,0.004928131,0,Transit
2504,Kepler-1529 b,2156,15.297,Neptune-like,2016,5.06,Earth,2.1,Earth,0.0525,0.01451061,0,Transit
2505,Kepler-152 b,1439,14.379,Neptune-like,2014,8.2,Earth,0.249,Jupiter,0.124,0.049828887,0,Transit
2506,Kepler-152 c,1439,14.379,Neptune-like,2014,6.3,Earth,0.213,Jupiter,0.356,0.24175224,0,Transit
2507,Kepler-1530 b,1598,14.15,Super Earth,2016,3.33,Earth,1.64,Earth,0.0371,0.007118412,0,Transit
2508,Kepler-1530 c,1598,14.15,Super Earth,2016,3.36,Earth,1.65,Earth,0.06,0.01451061,0,Transit
2509,Kepler-1530 d,1598,14.15,Neptune-like,2021,10.8,Earth,0.293,Jupiter,0.0865,0.025188226,0,Transit
2510,Kepler-1531 b,2174,13.202,Super Earth,2016,1.41,Earth,1.11,Earth,0.022,0.003011636,0,Transit
2511,Kepler-1532 b,2604,15.293,Super Earth,2016,2.39,Earth,1.35,Earth,0.0206,0.003011636,0,Transit
2512,Kepler-1533 b,3154,13.289,Neptune-like,2016,11.8,Earth,0.309,Jupiter,0.9625,0.84462696,0,Transit
2513,Kepler-1534 b,3611,16.429,Super Earth,2016,4.23,Earth,1.89,Earth,0.0599,0.015605749,0,Transit
2514,Kepler-1535 b,2928,14.385,Neptune-like,2016,7.04,Earth,0.227,Jupiter,0.5329,0.38028747,0,Transit
2515,Kepler-1536 b,1263,15.464,Neptune-like,2016,10,Earth,0.28,Jupiter,0.8507,0.9987679,0,Transit
2516,Kepler-1537 b,1687,14.827,Super Earth,2016,1.76,Earth,1.18,Earth,0.0245,0.003832991,0,Transit
2517,Kepler-1538 b,3671,15.551,Neptune-like,2016,8.35,Earth,0.252,Jupiter,0.6095,0.47939768,0,Transit
2518,Kepler-1539 b,2441,15.487,Neptune-like,2016,7.75,Earth,0.241,Jupiter,0.4765,0.3649555,0,Transit
2519,Kepler-153 b,1498,14.388,Neptune-like,2014,8.85,Earth,0.261,Jupiter,0.129,0.051745377,0,Transit
2520,Kepler-153 c,1498,14.388,Neptune-like,2014,6.94,Earth,0.226,Jupiter,0.237,0.12840521,0,Transit
2521,Kepler-1540 b,799,14.429,Neptune-like,2016,6.76,Earth,0.222,Jupiter,0.4426,0.34332648,0,Transit
2522,Kepler-1541 b,1359,13.944,Super Earth,2016,1.65,Earth,1.16,Earth,0.0781,0.022997946,0,Transit
2523,Kepler-1542 b,1302,12.734,Terrestrial,2016,0.363,Earth,0.76,Earth,0.0479,0.0109514035,0,Transit
2524,Kepler-1542 c,1302,12.734,Terrestrial,2016,0.208,Earth,0.65,Earth,0.0389,0.007939767,0,Transit
2525,Kepler-1542 d,1302,12.734,Terrestrial,2016,0.59,Earth,0.87,Earth,0.0632,0.016427105,0,Transit
2526,Kepler-1542 e,1302,12.734,Terrestrial,2016,0.363,Earth,0.76,Earth,0.0567,0.013963039,0,Transit
2527,Kepler-1543 b,3007,13.495,Neptune-like,2016,7.8,Earth,0.242,Jupiter,0.0867,0.019164955,0,Transit
2528,Kepler-1544 b,1093,14.287,Super Earth,2016,3.82,Earth,1.78,Earth,0.5421,0.46214923,0,Transit
2529,Kepler-1545 b,2381,15.256,Neptune-like,2016,7.75,Earth,0.241,Jupiter,0.5442,0.44818616,0,Transit
2530,Kepler-1546 b,3040,15.596,Neptune-like,2016,9.96,Earth,0.279,Jupiter,0.1366,0.053661875,0,Transit
2531,Kepler-1547 b,2201,13.464,Terrestrial,2016,0.666,Earth,0.9,Earth,0.0165,0.0019164955,0,Transit
2532,Kepler-1548 b,2845,15.324,Neptune-like,2016,7.46,Earth,0.236,Jupiter,0.4679,0.34168378,0,Transit
2533,Kepler-1549 b,2620,15.353,Neptune-like,2016,7.13,Earth,0.229,Jupiter,0.6687,0.5883641,0,Transit
2534,Kepler-154 b,2985,14.646,Neptune-like,2014,5.73,Earth,0.202,Jupiter,0.198,0.09034908,0,Transit
2535,Kepler-154 c,2985,14.646,Neptune-like,2014,9.01,Earth,0.263,Jupiter,0.303,0.17056811,0,Transit
2536,Kepler-154 d,2985,14.646,Neptune-like,2016,14.1,Earth,0.343,Jupiter,0.1415,0.056125943,0,Transit
2537,Kepler-154 e,2985,14.646,Super Earth,2016,2.86,Earth,1.5,Earth,0.047,0.010677618,0,Transit
2538,Kepler-154 f,2985,14.646,Super Earth,2016,2.86,Earth,1.5,Earth,0.0871,0.027104722,0,Transit
2539,Kepler-1550 b,3846,15.107,Neptune-like,2016,9.38,Earth,0.269,Jupiter,0.7681,0.61765915,0,Transit
2540,Kepler-1551 b,4775,15.371,Neptune-like,2016,7.56,Earth,0.237,Jupiter,0.1772,0.067077346,0,Transit
2541,Kepler-1552 b,2509,15.203,Neptune-like,2016,6.66,Earth,0.22,Jupiter,0.6045,0.50595486,0,Transit
2542,Kepler-1553 b,2259,15.251,Super Earth,2016,1.6,Earth,1.15,Earth,0.0481,0.011498973,0,Transit
2543,Kepler-1554 b,3089,15.93,Neptune-like,2016,8.75,Earth,0.259,Jupiter,0.6314,0.54236823,0,Transit
2544,Kepler-1555 b,6567,15.425,Super Earth,2016,3.22,Earth,1.61,Earth,0.0805,0.022176592,0,Transit
2545,Kepler-1556 b,3081,15.651,Super Earth,2016,4.5,Earth,1.96,Earth,0.0829,0.024093088,0,Transit
2546,Kepler-1557 b,4502,15.383,Super Earth,2016,2.96,Earth,1.53,Earth,0.049,0.010130048,0,Transit
2547,Kepler-1558 b,1063,13.809,Terrestrial,2016,0.244,Earth,0.68,Earth,0.0419,0.009582478,0,Transit
2548,Kepler-1559 b,2006,14.549,Terrestrial,2016,0.299,Earth,0.72,Earth,0.018,0.0027378509,0,Transit
2549,Kepler-155 b,957,14.654,Super Earth,2014,5.02,Earth,2.09,Earth,0.056,0.01615332,0,Transit
2550,Kepler-155 c,957,14.654,Neptune-like,2014,5.65,Earth,0.2,Jupiter,0.242,0.14428474,0,Transit
2551,Kepler-1560 b,1639,13.505,Terrestrial,2016,0.64,Earth,0.89,Earth,0.0397,0.008213553,0,Transit
2552,Kepler-1561 b,2737,14.734,Super Earth,2016,1.32,Earth,1.09,Earth,0.0194,0.0027378509,0,Transit
2553,Kepler-1562 b,6722,15.303,Neptune-like,2016,12.3,Earth,0.317,Jupiter,0.3308,0.17604381,0,Transit
2554,Kepler-1563 b,2012,13.696,Terrestrial,2016,0.347,Earth,0.75,Earth,0.0442,0.009308693,0,Transit
2555,Kepler-1564 b,2965,15.124,Super Earth,2016,2.76,Earth,1.47,Earth,0.1327,0.0495551,0,Transit
2556,Kepler-1565 b,2055,15.381,Super Earth,2016,1.81,Earth,1.19,Earth,0.0241,0.0041067763,0,Transit
2557,Kepler-1566 b,1522,14.564,Terrestrial,2016,0.418,Earth,0.79,Earth,0.0121,0.0013689254,0,Transit
2558,Kepler-1567 b,3934,15.92,Neptune-like,2016,7.9,Earth,0.244,Jupiter,0.552,0.421629,0,Transit
2559,Kepler-1568 b,2989,14.138,Super Earth,2016,2.24,Earth,1.3,Earth,0.1499,0.05722108,0,Transit
2560,Kepler-1569 b,3084,14.123,Super Earth,2016,3.46,Earth,1.68,Earth,0.0654,0.015879534,0,Transit
2561,Kepler-156 b,1447,14.339,Neptune-like,2014,5.9,Earth,0.205,Jupiter,0.054,0.0136892535,0,Transit
2562,Kepler-156 c,1447,14.339,Neptune-like,2014,7.04,Earth,0.227,Jupiter,0.117,0.043531828,0,Transit
2563,Kepler-1570 b,2998,14.242,Super Earth,2016,1.24,Earth,1.07,Earth,0.1784,0.072553046,0,Transit
2564,Kepler-1571 b,2203,13.975,Super Earth,2016,2.92,Earth,1.52,Earth,0.0432,0.009308693,0,Transit
2565,Kepler-1572 b,3088,13.879,Terrestrial,2016,0.779,Earth,0.94,Earth,0.0614,0.015058179,0,Transit
2566,Kepler-1573 b,4747,15.304,Super Earth,2016,1.87,Earth,1.2,Earth,0.0364,0.007118412,0,Transit
2567,Kepler-1574 b,4515,15.188,Super Earth,2016,2.21,Earth,1.29,Earth,0.0743,0.01889117,0,Transit
2568,Kepler-1575 b,4067,15.53,Super Earth,2016,2.27,Earth,1.31,Earth,0.0366,0.007118412,0,Transit
2569,Kepler-1576 b,1503,13.439,Super Earth,2016,1.12,Earth,1.04,Earth,0.0726,0.019164955,0,Transit
2570,Kepler-1577 b,1664,15.228,Super Earth,2016,1.51,Earth,1.13,Earth,0.0657,0.017248461,0,Transit
2571,Kepler-1578 b,3471,15.585,Super Earth,2016,1.12,Earth,1.04,Earth,0.0252,0.0041067763,0,Transit
2572,Kepler-1579 b,1520,15.49,Terrestrial,2016,0.52,Earth,0.84,Earth,0.014,0.0021902807,0,Transit
2573,Kepler-157 b,2524,14.206,Super Earth,2014,2.3,Earth,1.32,Earth,0.028,0.0046543465,0,Transit
2574,Kepler-157 c,2524,14.206,Neptune-like,2014,5.65,Earth,0.2,Jupiter,0.11,0.036960986,0,Transit
2575,Kepler-157 d,2524,14.206,Super Earth,2016,2.73,Earth,1.46,Earth,0.0698,0.019164955,0,Transit
2576,Kepler-1580 b,3269,12.635,Neptune-like,2016,5.1,Earth,2.11,Earth,0.323,0.15496235,0,Transit
2577,Kepler-1581 b,1609,12.442,Terrestrial,2016,0.437,Earth,0.8,Earth,0.0674,0.017248461,0,Transit
2578,Kepler-1582 b,257,17.96,Super Earth,2016,2.83,Earth,1.49,Earth,0.0316,0.013141684,0,Transit
2579,Kepler-1583 b,1318,12.976,Terrestrial,2016,0.156,Earth,0.6,Earth,0.085,0.025462013,0,Transit
2580,Kepler-1584 b,4620,15.105,Super Earth,2016,3.22,Earth,1.61,Earth,0.1168,0.0366872,0,Transit
2581,Kepler-1585 b,3081,16.326,Super Earth,2016,3.86,Earth,1.79,Earth,0.0445,0.009856262,0,Transit
2582,Kepler-1586 b,1802,13.278,Super Earth,2016,2.92,Earth,1.52,Earth,0.1266,0.042710472,0,Transit
2583,Kepler-1587 b,3348,14.166,Super Earth,2016,2.33,Earth,1.33,Earth,0.0878,0.025735795,0,Transit
2584,Kepler-1588 b,3015,13.94,Terrestrial,2016,0.363,Earth,0.76,Earth,0.0726,0.021355236,0,Transit
2585,Kepler-1589 b,4936,15.074,Super Earth,2016,1.32,Earth,1.09,Earth,0.0205,0.0027378509,0,Transit
2586,Kepler-158 b,1028,14.743,Neptune-like,2014,5.14,Earth,2.12,Earth,0.111,0.045722112,0,Transit
2587,Kepler-158 c,1028,14.743,Super Earth,2014,4.27,Earth,1.9,Earth,0.158,0.07830253,0,Transit
2588,Kepler-1590 b,2515,14.186,Super Earth,2016,1.55,Earth,1.14,Earth,0.0772,0.020807665,0,Transit
2589,Kepler-1591 b,4631,14.846,Super Earth,2016,2.15,Earth,1.27,Earth,0.0794,0.022450376,0,Transit
2590,Kepler-1592 b,5348,14.94,Super Earth,2016,2.99,Earth,1.54,Earth,0.04,0.008487337,0,Transit
2591,Kepler-1593 b,2082,16.19,Neptune-like,2016,10.2,Earth,0.283,Jupiter,0.546,0.47775495,0,Transit
2592,Kepler-1594 b,3187,14.951,Super Earth,2016,1.2,Earth,1.06,Earth,0.0396,0.0073921974,0,Transit
2593,Kepler-1595 b,2756,15.508,Super Earth,2016,2.04,Earth,1.23,Earth,0.051,0.012594113,0,Transit
2594,Kepler-1596 b,7001,15.632,Super Earth,2016,4.27,Earth,1.9,Earth,0.3237,0.1817933,0,Transit
2595,Kepler-1597 b,3983,14.257,Super Earth,2016,1.2,Earth,1.06,Earth,0.0427,0.007939767,0,Transit
2596,Kepler-1598 b,2022,13.929,Terrestrial,2016,0.809,Earth,0.95,Earth,0.0527,0.011772759,0,Transit
2597,Kepler-1599 b,4333,14.97,Super Earth,2016,3.26,Earth,1.62,Earth,0.4823,0.33511293,0,Transit
2598,Kepler-159 b,1219,15.386,Neptune-like,2014,6.26,Earth,0.212,Jupiter,0.082,0.027652293,0,Transit
2599,Kepler-159 c,1219,15.386,Neptune-like,2014,11.5,Earth,0.304,Jupiter,0.218,0.11937029,0,Transit
2600,Kepler-15 b,2412,13.81,Gas Giant,2011,0.66,Jupiter,0.96,Jupiter,0.05714,0.013415469,0.06,Transit
2601,Kepler-1600 b,3363,16.076,Neptune-like,2016,9.96,Earth,0.279,Jupiter,0.9712,1.0579056,0,Transit
2602,Kepler-1600 c,3363,16.076,Super Earth,2021,4.43,Earth,1.942,Earth,0.0689,0.019986311,0,Transit
2603,Kepler-1601 b,2102,13.842,Terrestrial,2016,0.477,Earth,0.82,Earth,0.0336,0.006023272,0,Transit
2604,Kepler-1602 b,2054,13.362,Super Earth,2016,2.36,Earth,1.34,Earth,0.1074,0.030663928,0,Transit
2605,Kepler-1603 b,8848,15.397,Super Earth,2016,2.21,Earth,1.29,Earth,0.0351,0.0062970566,0,Transit
2606,Kepler-1604 b,1765,15.224,Super Earth,2016,2.57,Earth,1.41,Earth,0.0089,0.0019164955,0,Transit
2607,Kepler-1605 b,1782,12.592,Super Earth,2016,1.28,Earth,1.08,Earth,0.3912,0.23490761,0,Transit
2608,Kepler-1606 b,2712,15.396,Super Earth,2016,4.94,Earth,2.07,Earth,0.6421,0.5377139,0,Transit
2609,Kepler-1607 b,4195,13.969,Terrestrial,2016,0.721,Earth,0.92,Earth,0.1075,0.037234772,0,Transit
2610,Kepler-1608 b,2714,16.265,Super Earth,2016,3.64,Earth,1.73,Earth,0.1126,0.04517454,0,Transit
2611,Kepler-1609 b,5957,15.159,Neptune-like,2016,5.56,Earth,2.22,Earth,0.4679,0.31293637,0,Transit
2612,Kepler-160 b,3057,14.816,Super Earth,2014,3.59,Earth,1.715,Earth,0.05511,0.011772759,0,Transit
2613,Kepler-160 c,3057,14.816,Neptune-like,2014,13.6,Earth,0.335,Jupiter,0.1192,0.037508555,0,Transit
2614,Kepler-160 d,3057,14.816,Gas Giant,2020,0.31463,Jupiter,1.12,Jupiter,0.17,0.08213552,0,Transit Timing Variations
2615,Kepler-1610 b,2819,16.077,Super Earth,2016,3.22,Earth,1.61,Earth,0.0777,0.023819301,0,Transit
